INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목001', '방명록내용001', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목443', '방명록내용443', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목444', '방명록내용444', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목445', '방명록내용445', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목446', '방명록내용446', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목447', '방명록내용447', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목448', '방명록내용448', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목449', '방명록내용449', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목450', '방명록내용450', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목451', '방명록내용451', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목452', '방명록내용452', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목453', '방명록내용453', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목454', '방명록내용454', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목455', '방명록내용455', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목456', '방명록내용456', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목457', '방명록내용457', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목458', '방명록내용458', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목459', '방명록내용459', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목460', '방명록내용460', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목461', '방명록내용461', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목462', '방명록내용462', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목463', '방명록내용463', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목464', '방명록내용464', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목465', '방명록내용465', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목466', '방명록내용466', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목467', '방명록내용467', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목468', '방명록내용468', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목469', '방명록내용469', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목470', '방명록내용470', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목471', '방명록내용471', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목472', '방명록내용472', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목473', '방명록내용473', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목474', '방명록내용474', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목475', '방명록내용475', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목476', '방명록내용476', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목477', '방명록내용477', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목478', '방명록내용478', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목479', '방명록내용479', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목480', '방명록내용480', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목481', '방명록내용481', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목482', '방명록내용482', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목483', '방명록내용483', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목484', '방명록내용484', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목485', '방명록내용485', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목486', '방명록내용486', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목487', '방명록내용487', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목488', '방명록내용488', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목489', '방명록내용489', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목490', '방명록내용490', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목491', '방명록내용491', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목492', '방명록내용492', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목493', '방명록내용493', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목494', '방명록내용494', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목495', '방명록내용495', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목496', '방명록내용496', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목497', '방명록내용497', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목498', '방명록내용498', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목499', '방명록내용499', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목500', '방명록내용500', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목501', '방명록내용501', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목502', '방명록내용502', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목503', '방명록내용503', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목504', '방명록내용504', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목505', '방명록내용505', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목506', '방명록내용506', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목507', '방명록내용507', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목508', '방명록내용508', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목509', '방명록내용509', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목510', '방명록내용510', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목511', '방명록내용511', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목512', '방명록내용512', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목513', '방명록내용513', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목514', '방명록내용514', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목515', '방명록내용515', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목516', '방명록내용516', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목517', '방명록내용517', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목518', '방명록내용518', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목519', '방명록내용519', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목520', '방명록내용520', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목521', '방명록내용521', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목522', '방명록내용522', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목523', '방명록내용523', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목524', '방명록내용524', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목525', '방명록내용525', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목526', '방명록내용526', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목527', '방명록내용527', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목528', '방명록내용528', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목529', '방명록내용529', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목530', '방명록내용530', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목531', '방명록내용531', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목532', '방명록내용532', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목533', '방명록내용533', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목534', '방명록내용534', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목535', '방명록내용535', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목536', '방명록내용536', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목537', '방명록내용537', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목538', '방명록내용538', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목539', '방명록내용539', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목540', '방명록내용540', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목541', '방명록내용541', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목542', '방명록내용542', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목543', '방명록내용543', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목544', '방명록내용544', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목545', '방명록내용545', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목546', '방명록내용546', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목547', '방명록내용547', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목548', '방명록내용548', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목549', '방명록내용549', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목550', '방명록내용550', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목551', '방명록내용551', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목552', '방명록내용552', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목553', '방명록내용553', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목554', '방명록내용554', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목555', '방명록내용555', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목556', '방명록내용556', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목557', '방명록내용557', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목558', '방명록내용558', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목559', '방명록내용559', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목560', '방명록내용560', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목561', '방명록내용561', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목562', '방명록내용562', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목563', '방명록내용563', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목564', '방명록내용564', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목565', '방명록내용565', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목566', '방명록내용566', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목567', '방명록내용567', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목568', '방명록내용568', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목569', '방명록내용569', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목570', '방명록내용570', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목571', '방명록내용571', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목572', '방명록내용572', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목573', '방명록내용573', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목574', '방명록내용574', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목575', '방명록내용575', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목576', '방명록내용576', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목577', '방명록내용577', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목578', '방명록내용578', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목579', '방명록내용579', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목580', '방명록내용580', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목581', '방명록내용581', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목582', '방명록내용582', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목583', '방명록내용583', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목584', '방명록내용584', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목585', '방명록내용585', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목586', '방명록내용586', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목587', '방명록내용587', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목588', '방명록내용588', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목589', '방명록내용589', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목590', '방명록내용590', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목591', '방명록내용591', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목592', '방명록내용592', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목593', '방명록내용593', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목594', '방명록내용594', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목595', '방명록내용595', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목596', '방명록내용596', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목597', '방명록내용597', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목598', '방명록내용598', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목599', '방명록내용599', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목600', '방명록내용600', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목601', '방명록내용601', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목602', '방명록내용602', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목603', '방명록내용603', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목604', '방명록내용604', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목605', '방명록내용605', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목606', '방명록내용606', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목607', '방명록내용607', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목608', '방명록내용608', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목609', '방명록내용609', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목610', '방명록내용610', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목611', '방명록내용611', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목612', '방명록내용612', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목613', '방명록내용613', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목614', '방명록내용614', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목615', '방명록내용615', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목616', '방명록내용616', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목617', '방명록내용617', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목618', '방명록내용618', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목619', '방명록내용619', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목620', '방명록내용620', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목621', '방명록내용621', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목622', '방명록내용622', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목623', '방명록내용623', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목624', '방명록내용624', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목625', '방명록내용625', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목626', '방명록내용626', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목627', '방명록내용627', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목628', '방명록내용628', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목629', '방명록내용629', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목630', '방명록내용630', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목631', '방명록내용631', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목632', '방명록내용632', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목633', '방명록내용633', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목634', '방명록내용634', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목635', '방명록내용635', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목636', '방명록내용636', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목637', '방명록내용637', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목638', '방명록내용638', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목639', '방명록내용639', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목640', '방명록내용640', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목641', '방명록내용641', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목642', '방명록내용642', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목643', '방명록내용643', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목644', '방명록내용644', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목645', '방명록내용645', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목646', '방명록내용646', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목647', '방명록내용647', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목648', '방명록내용648', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목649', '방명록내용649', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목650', '방명록내용650', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목651', '방명록내용651', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목652', '방명록내용652', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목653', '방명록내용653', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목654', '방명록내용654', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목655', '방명록내용655', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목656', '방명록내용656', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목657', '방명록내용657', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목658', '방명록내용658', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목659', '방명록내용659', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목660', '방명록내용660', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목661', '방명록내용661', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목662', '방명록내용662', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목663', '방명록내용663', now(), 0);
